 - A X,-120,Y,-84,Z,-88
 - A X,-92,Y,-16032,Z,-68
 - A X,1128,Y,-16012,Z,2888
 - A X,1100,Y,-124,Z,2876
 - A X,-128,Y,-16052,Z,2844
 - A X,-104,Y,-112,Z,2940
 - A X,-128,Y,-116,Z,-24
 - A X,1132,Y,-16036,Z,-12
 - A X,-116,Y,-88,Z,3116
 - A X,-124,Y,-96,Z,3084
 - A X,1116,Y,-108,Z,-92
 - A X,-8,Y,-112,Z,-108
 - A X,-80,Y,-68,Z,-76
 - A X,-120,Y,-76,Z,2940
 - A X,-100,Y,-44,Z,-32
 - A X,1128,Y,-112,Z,3096
 - A X,1136,Y,-16032,Z,-72
 - A X,-124,Y,-88,Z,3072
 - A X,1088,Y,-108,Z,-56
 - A X,-28,Y,-88,Z,-80
 - A X,-120,Y,-16016,Z,-52
 - A X,1088,Y,-100,Z,-116
 - A X,-128,Y,-48,Z,-116
 - A X,-16,Y,-120,Z,2912
 - A X,-108,Y,-104,Z,-12
 - A X,1080,Y,-88,Z,-112
 - A X,1124,Y,-15856,Z,-68
 - A X,1124,Y,-96,Z,2912
 - A X,1084,Y,-104,Z,3172
 - A X,1132,Y,-64,Z,-96
 - A X,1136,Y,-15860,Z,-48
 - A X,1048,Y,-52,Z,-92
 - A X,1096,Y,-12,Z,3176
 - A X,1144,Y,-16024,Z,-12
 - A X,1148,Y,-32,Z,3080
 - A X,-120,Y,-16084,Z,3104
 - A X,1096,Y,-48,Z,-96
 - A X,1036,Y,-16004,Z,-32
 - A X,1100,Y,-104,Z,-88
 - A X,1112,Y,-52,Z,-68
 - A X,1060,Y,-48,Z,-12
 - A X,1088,Y,-48,Z,-84
 - A X,1136,Y,-28,Z,-120
 - A X,-116,Y,-16,Z,-124
 - A X,1092,Y,-52,Z,-120
 - A X,1112,Y,-16,Z,-16
 - A X,1112,Y,-16084,Z,-100
 - A X,-76,Y,-108,Z,-28
 - A X,-12,Y,-52,Z,3160
 - A X,1032,Y,-104,Z,3124
 - A X,-120,Y,-15868,Z,3104
 - A X,1040,Y,-88,Z,3148
 - A X,-48,Y,-16012,Z,-32
 - A X,1036,Y,-64,Z,-56
 - A X,-52,Y,-128,Z,3112
 - A X,-112,Y,-52,Z,-16
 - A X,3588,Y,-12484,Z,-72
 - A X,2632,Y,-18408,Z,-84
 - A X,-64,Y,-15340,Z,4436
 - A X,-176,Y,-18336,Z,3148
 - A X,-60,Y,-80,Z,4928
 - A X,-56,Y,-17388,Z,3096
 - A X,2384,Y,-15868,Z,-12
 - A X,-2776,Y,-96,Z,-1680
 - A X,-64,Y,-56,Z,-88
 - A X,-84,Y,-116,Z,-20
 - A X,-32,Y,-11148,Z,-8092
 - A X,-9448,Y,-10944,Z,3352
 - A X,-128,Y,-14832,Z,3584
 - A X,-10956,Y,-7340,Z,1896
 - A X,-8,Y,-24,Z,-4
 - A X,-32,Y,-13824,Z,-128
 - A X,-7628,Y,-4,Z,-2192
 - A X,-5092,Y,-15304,Z,-124
 - A X,-7616,Y,-80,Z,-6296
 - A X,-20,Y,-15824,Z,-9952
 - A X,-9708,Y,-108,Z,-104
 - A X,-60,Y,-56,Z,-92
 - A X,-7888,Y,-2232,Z,-116
 - A X,-52,Y,-2748,Z,-13956
 - A X,-6036,Y,-3504,Z,-56
 - A X,-9628,Y,-236,Z,-52
 - A X,-7120,Y,-12,Z,-15276
 - A X,-5628,Y,4216,Z,-14292
 - A X,-5768,Y,-16,Z,-12168
 - A X,-92,Y,-60,Z,-10964
 - A X,-7896,Y,11288,Z,-40
 - A X,-6304,Y,13880,Z,-28
 - A X,-104,Y,14144,Z,-12
 - A X,-80,Y,15128,Z,-5764
 - A X,-3548,Y,-120,Z,-36
 - A X,-128,Y,15912,Z,-4088
 - A X,-2516,Y,-104,Z,-76
 - A X,-88,Y,-124,Z,-52
 - A X,-2296,Y,-116,Z,-764
 - A X,-40,Y,-128,Z,2344
 - A X,-80,Y,-40,Z,-116
 - A X,-988,Y,-40,Z,-112
 - A X,-40,Y,-4,Z,-88
 - A X,-3800,Y,12836,Z,-48
 - A X,-2000,Y,9284,Z,12100
 - A X,-6628,Y,-32,Z,12036
 - A X,-4832,Y,-84,Z,12352
 - A X,-5356,Y,-32,Z,-96
 - A X,-4796,Y,-88,Z,-68
 - A X,-6828,Y,7528,Z,11852
 - A X,-100,Y,-12,Z,-40
 - A X,-4072,Y,-8,Z,14920
 - A X,-1988,Y,2568,Z,-24
 - A X,4196,Y,10608,Z,-28
 - A X,-52,Y,3140,Z,14204
 - A X,792,Y,7788,Z,-108
 - A X,316,Y,-116,Z,13844
 - A X,840,Y,9056,Z,12904
 - A X,-668,Y,8452,Z,-112
 - A X,-76,Y,8312,Z,12336
 - A X,-88,Y,6944,Z,-80
 - A X,-100,Y,-32,Z,-36
 - A X,-16,Y,7440,Z,13924
 - A X,-104,Y,-16,Z,13364
 - A X,-6364,Y,7252,Z,-80
 - A X,-4556,Y,-100,Z,12412
 - A X,-5092,Y,-96,Z,13112
 - A X,-11772,Y,-32,Z,11336
 - A X,-14740,Y,6956,Z,9336
 - A X,-88,Y,6008,Z,-40
 - A X,-14536,Y,5164,Z,-88
 - A X,-32,Y,-32,Z,-80
 - A X,-112,Y,-76,Z,-44
 - A X,-128,Y,3424,Z,-3040
 - A X,-14820,Y,2824,Z,-5876
 - A X,-11672,Y,7424,Z,-48
 - A X,-11228,Y,-84,Z,-96
 - A X,-10728,Y,2648,Z,-120
 - A X,-5812,Y,3596,Z,-14288
 - A X,-6276,Y,3076,Z,-68
 - A X,-120,Y,2360,Z,-36
 - A X,-72,Y,-128,Z,-17628
 - A X,-192,Y,-28,Z,-100
 - A X,72,Y,-24,Z,-15572
 - A X,-104,Y,-15840,Z,-15088
 - A X,-2240,Y,-84,Z,-11220
 - A X,-88,Y,-88,Z,-8124
 - A X,-24,Y,-10916,Z,-92
 - A X,-12,Y,-8896,Z,-13516
 - A X,-13488,Y,-120,Z,-16
 - A X,-10648,Y,-6656,Z,-104
 - A X,-28,Y,-100,Z,-120
 - A X,-15352,Y,-76,Z,-8116
 - A X,-8960,Y,-96,Z,-7936
 - A X,-100,Y,-15520,Z,-124
 - A X,3420,Y,-52,Z,-6364
 - A X,9276,Y,-19604,Z,-4088
 - A X,8816,Y,-20428,Z,-704
 - A X,-24,Y,-20,Z,1108
 - A X,6668,Y,-13240,Z,-60
 - A X,-108,Y,-13280,Z,-56
 - A X,-104,Y,-60,Z,8992
 - A X,-52,Y,-11776,Z,8472
 - A X,6524,Y,-108,Z,10800
 - A X,8736,Y,-8348,Z,-56
 - A X,-48,Y,-4564,Z,-80
 - A X,-16,Y,-3464,Z,-104
 - A X,-104,Y,-4288,Z,15940
 - A X,-48,Y,-904,Z,14868
 - A X,-56,Y,856,Z,-28
 - A X,-2704,Y,-1728,Z,-100
 - A X,-80,Y,1612,Z,-40
 - A X,-32,Y,0,Z,15412
 - A X,-1528,Y,-2016,Z,-64
 - A X,-20,Y,-84,Z,-40
 - A X,-468,Y,-4560,Z,12856
 - A X,6952,Y,-88,Z,-128
 - A X,4212,Y,-5012,Z,14196
 - A X,-40,Y,1876,Z,-8
 - A X,10308,Y,-108,Z,-116
 - A X,-12,Y,-92,Z,-32
 - A X,9312,Y,-92,Z,-88
 - A X,7980,Y,-48,Z,-16
 - A X,12572,Y,-88,Z,10036
 - A X,10096,Y,-10632,Z,-44
 - A X,16896,Y,-14076,Z,-3036
 - A X,-8,Y,-8652,Z,-112
 - A X,-88,Y,-10740,Z,-56
 - A X,10340,Y,-40,Z,-14064
 - A X,-3716,Y,-124,Z,-16068
 - A X,-4280,Y,-16,Z,-13508
 - A X,-68,Y,-2792,Z,-10488
 - A X,-10712,Y,-32,Z,-80
 - A X,-13004,Y,-5512,Z,1084
 - A X,-52,Y,-2444,Z,-112
 - A X,-20,Y,-12428,Z,-44
 - A X,-20,Y,-1780,Z,-116
 - A X,-9680,Y,-52,Z,-1436
 - A X,-4040,Y,-7372,Z,3356
 - A X,4680,Y,-9196,Z,4472
 - A X,-116,Y,-88,Z,25204
 - A X,-12,Y,-19596,Z,-32
 - A X,3392,Y,-36,Z,11092
 - A X,7796,Y,-4832,Z,-24
 - A X,-68,Y,-7924,Z,-24
 - A X,6012,Y,-120,Z,-2468
 - A X,-96,Y,-11908,Z,-7112
 - A X,-44,Y,-13968,Z,-6564
 - A X,-104,Y,-15244,Z,-28
 - A X,-80,Y,-80,Z,-100
 - A X,-36,Y,-15312,Z,-68
 - A X,4916,Y,-32,Z,-80
 - A X,4724,Y,-4,Z,-6644
 - A X,4716,Y,-15032,Z,-6640
 - A X,4208,Y,-15080,Z,-48
 - A X,4956,Y,-116,Z,-100
 - A X,5236,Y,-15576,Z,-5796
 - A X,4912,Y,-116,Z,-8
 - A X,4988,Y,-84,Z,-72
 - A X,-104,Y,-72,Z,-48
 - A X,4624,Y,-48,Z,-6632
 - A X,4676,Y,-15236,Z,-6576
 - A X,4708,Y,-72,Z,-6628
 - A X,4668,Y,-15016,Z,-6644
 - A X,-60,Y,-15084,Z,-6636
 - A X,-116,Y,-20,Z,-6600
 - A X,-64,Y,-15068,Z,-6588
 - A X,4608,Y,-64,Z,-92
 - A X,-72,Y,-15044,Z,-6640
 - A X,-116,Y,-84,Z,-6564
 - A X,4676,Y,-108,Z,-116
 - A X,4628,Y,-16,Z,-64
 - A X,4632,Y,-68,Z,-6628
 - A X,-116,Y,-72,Z,-52
 - A X,4612,Y,-40,Z,-68
 - A X,-28,Y,-64,Z,-6608
 - A X,-12,Y,-32,Z,-6544
 - A X,-16,Y,-120,Z,-6656
 - A X,4616,Y,-48,Z,-6648
 - A X,-12,Y,-15016,Z,-6560
 - A X,-24,Y,-100,Z,-6564
 - A X,4620,Y,-36,Z,-6564
 - A X,-68,Y,-112,Z,-12
 - A X,4716,Y,-80,Z,-6552
 - A X,-16,Y,-120,Z,-116
 - A X,-8,Y,-15248,Z,-6644
 - A X,-16,Y,-24,Z,-6568
 - A X,-24,Y,-68,Z,-8
 - A X,4644,Y,-64,Z,-36
 - A X,-56,Y,-15280,Z,-112
 - A X,-4,Y,-15244,Z,-6348
 - A X,-68,Y,-76,Z,-6552
 - A X,-36,Y,-36,Z,-48
 - A X,4444,Y,-15256,Z,-116
 - A X,-84,Y,-72,Z,-6604
 - A X,-48,Y,-52,Z,-6364
 - A X,-56,Y,-24,Z,-6536
 - A X,-120,Y,-68,Z,-6348
 - A X,-68,Y,-60,Z,-128
 - A X,-68,Y,-15104,Z,-120
 - A X,-120,Y,-15240,Z,-6348
 - A X,4632,Y,-88,Z,-6584
 - A X,-76,Y,-56,Z,-6628
 - A X,4444,Y,-15252,Z,-76
 - A X,-124,Y,-80,Z,-20
 - A X,4432,Y,-32,Z,-6340
 - A X,-104,Y,-15280,Z,-6552
 - A X,-44,Y,-15084,Z,-12
 - A X,4464,Y,-15236,Z,-6600
 - A X,-12,Y,-84,Z,-128
 - A X,4416,Y,-116,Z,-6536
 - A X,-108,Y,-104,Z,-92
 - A X,-72,Y,-92,Z,-44
 - A X,4352,Y,-15268,Z,-8
 - A X,4464,Y,-116,Z,-16
 - A X,4444,Y,-15264,Z,-56
 - A X,-108,Y,-15252,Z,-6396
 - A X,-68,Y,-76,Z,-6400
 - A X,4404,Y,-112,Z,-20
 - A X,-120,Y,-64,Z,-48
 - A X,4456,Y,-15092,Z,-72
 - A X,4464,Y,-108,Z,-6608
 - A X,4412,Y,-108,Z,-6584
 - A X,-92,Y,-116,Z,-6644
 - A X,-56,Y,-15244,Z,-16
 - A X,4452,Y,-15316,Z,-6348
 - A X,-68,Y,-15316,Z,-96
 - A X,-44,Y,-15244,Z,-6380
 - A X,-128,Y,-15268,Z,-6384
 - A X,4444,Y,-96,Z,-4
 - A X,-76,Y,-116,Z,-6324
 - A X,4448,Y,-15288,Z,-6336
 - A X,-120,Y,-100,Z,-120
 - A X,-104,Y,-15280,Z,-6284
 - A X,-56,Y,-120,Z,-28
 - A X,4368,Y,-15268,Z,-92
 - A X,4388,Y,-120,Z,-104
 - A X,4396,Y,-15260,Z,-6360
 - A X,4424,Y,-84,Z,-6276
 - A X,-120,Y,-15292,Z,-6340
 - A X,4448,Y,-84,Z,-6384
 - A X,-92,Y,-16,Z,-16
 - A X,-116,Y,-84,Z,-6384
 - A X,-24,Y,-15284,Z,-20
 - A X,4468,Y,-15312,Z,-48
 - A X,4392,Y,-15292,Z,-6392
 - A X,4464,Y,-15244,Z,-48
 - A X,4460,Y,-128,Z,-52
 - A X,4460,Y,-15264,Z,-6388
 - A X,4460,Y,-15324,Z,-12
 - A X,-112,Y,-92,Z,-6376
 - A X,-96,Y,-15280,Z,-40
 - A X,-60,Y,-104,Z,-6352
 - A X,4440,Y,-100,Z,-6340
 - A X,4444,Y,-15340,Z,-16
 - A X,-32,Y,-15260,Z,-44
 - A X,4460,Y,-15248,Z,-60
 - A X,4452,Y,-60,Z,-24
 - A X,4384,Y,-15304,Z,-6368
 - A X,4412,Y,-15316,Z,-4
 - A X,4364,Y,-15252,Z,-6560
 - A X,4436,Y,-15348,Z,-6348
 - A X,4628,Y,-15840,Z,-12
 - A X,4372,Y,-15612,Z,-124
 - A X,4432,Y,-104,Z,-12
 - A X,4724,Y,-14740,Z,-84
 - A X,-32,Y,-28,Z,-52
 - A X,4704,Y,-15036,Z,-100
 - A X,-108,Y,-15288,Z,-6392
 - A X,4208,Y,-72,Z,-44
 - A X,-56,Y,-15316,Z,-6400
 - A X,4456,Y,-15304,Z,-6380
 - A X,4360,Y,-72,Z,-6312
 - A X,-56,Y,-15332,Z,-112
 - A X,-20,Y,-15328,Z,-56
 - A X,4384,Y,-24,Z,-6376
 - A X,-44,Y,-15264,Z,-6304
 - A X,4360,Y,-56,Z,-6304
 - A X,-32,Y,-15252,Z,-6384
 - A X,4396,Y,-15324,Z,-6360
 - A X,4436,Y,-16,Z,-6280
 - A X,4396,Y,-15280,Z,-6328
 - A X,4364,Y,-15240,Z,-6296
 - A X,4416,Y,-15312,Z,-88
 - A X,4392,Y,-15272,Z,-6316
 - A X,4368,Y,-15288,Z,-20
 - A X,-36,Y,-15328,Z,-6120
 - A X,4432,Y,-56,Z,-68
 - A X,4356,Y,-15268,Z,-6332
 - A X,4352,Y,-15264,Z,-6356
 - A X,4376,Y,-15360,Z,-6292
 - A X,-84,Y,-4,Z,-6788
 - A X,4448,Y,-120,Z,-116
 - A X,-32,Y,-15284,Z,-5784
 - A X,4364,Y,-40,Z,-100
 - A X,-40,Y,-15348,Z,-116
 - A X,4128,Y,-15064,Z,-7604
 - A X,-48,Y,-24,Z,-6552
 - A X,-112,Y,-120,Z,-6560
 - A X,4176,Y,-96,Z,-6636
 - A X,3644,Y,-96,Z,-6024
 - A X,4220,Y,-112,Z,-6056
 - A X,-32,Y,-15776,Z,-72
 - A X,4100,Y,-15788,Z,-68
 - A X,-52,Y,-40,Z,-6132
 - A X,-92,Y,-15336,Z,-6096
 - A X,4212,Y,-76,Z,-6116
 - A X,-104,Y,-96,Z,-120
 - A X,-124,Y,-15312,Z,-6084
 - A X,4212,Y,-15288,Z,-6084
 - A X,-80,Y,-76,Z,-6020
 - A X,4220,Y,-48,Z,-6032
 - A X,4164,Y,-32,Z,-6040
 - A X,-128,Y,-76,Z,-104
 - A X,-76,Y,-60,Z,-6020
 - A X,4132,Y,-88,Z,-6100
 - A X,4180,Y,-56,Z,-6100
 - A X,4212,Y,-72,Z,-56
 - A X,4204,Y,-16,Z,-104
 - A X,4168,Y,-124,Z,-6076
 - A X,-112,Y,-12,Z,-128
 - A X,4156,Y,-108,Z,-6080
 - A X,-56,Y,-15316,Z,-5888
 - A X,4208,Y,-36,Z,-32
 - A X,4196,Y,-15332,Z,-6040
 - A X,4192,Y,-15356,Z,-6040
 - A X,4160,Y,-24,Z,-6036
 - A X,4112,Y,-32,Z,-6116
 - A X,4200,Y,-24,Z,-6088
 - A X,4172,Y,-40,Z,-6056
 - A X,4216,Y,-15500,Z,-88
 - A X,-124,Y,-116,Z,-40
 - A X,-116,Y,-12,Z,-124
 - A X,-36,Y,-88,Z,-28
 - A X,4156,Y,-76,Z,-6124
 - A X,-108,Y,-112,Z,-52
 - A X,-80,Y,-68,Z,-6080
 - A X,-32,Y,-32,Z,-6060
 - A X,-120,Y,-76,Z,-120
 - A X,-116,Y,-15348,Z,-80
 - A X,-116,Y,-68,Z,-88
 - A X,-80,Y,-72,Z,-5860
 - A X,4208,Y,-4,Z,-6068
 - A X,-76,Y,-12,Z,-124
 - A X,-108,Y,-96,Z,-6064
 - A X,4200,Y,-120,Z,-76
 - A X,-128,Y,-15512,Z,-72
 - A X,4140,Y,-96,Z,-100
 - A X,4220,Y,-48,Z,-84
 - A X,-8,Y,-24,Z,-88
 - A X,-56,Y,-88,Z,-12
 - A X,4208,Y,-80,Z,-6080
 - A X,4140,Y,-28,Z,-6072
 - A X,-116,Y,-68,Z,-48
 - A X,-96,Y,-76,Z,-6096
 - A X,4200,Y,-28,Z,-6104
 - A X,4140,Y,-88,Z,-6020
 - A X,-88,Y,-84,Z,-8
 - A X,-92,Y,-15332,Z,-6096
 - A X,-116,Y,-15568,Z,-80
 - A X,-108,Y,-100,Z,-6068
 - A X,4144,Y,-68,Z,-36
 - A X,4160,Y,-15492,Z,-5864
 - A X,4212,Y,-15504,Z,-60
 - A X,4120,Y,-52,Z,-76
 - A X,4164,Y,-24,Z,-96
 - A X,4188,Y,-4,Z,-36
 - A X,-116,Y,-76,Z,-6112
 - A X,4208,Y,-84,Z,-84
 - A X,4180,Y,-108,Z,-6020
 - A X,4196,Y,-48,Z,-6040
 - A X,4216,Y,-116,Z,-6052
 - A X,-124,Y,-64,Z,-76
 - A X,-108,Y,-52,Z,-4
 - A X,4096,Y,-12,Z,-48
 - A X,-100,Y,-15320,Z,-5872
 - A X,-108,Y,-124,Z,-6024
 - A X,4220,Y,-116,Z,-116
 - A X,-12,Y,-4,Z,-20
 - A X,-128,Y,-15504,Z,-5876
 - A X,4132,Y,-124,Z,-68
 - A X,-72,Y,-100,Z,-6096
 - A X,-96,Y,-116,Z,-6144
 - A X,4200,Y,-68,Z,-112
 - A X,4140,Y,-88,Z,-104
 - A X,-60,Y,-16,Z,-4
 - A X,4168,Y,-48,Z,-32
 - A X,4176,Y,-72,Z,-5888
 - A X,4204,Y,-15536,Z,-6120
 - A X,4188,Y,-36,Z,-6116
 - A X,4160,Y,-60,Z,-6048
 - A X,-128,Y,-36,Z,-6072
 - A X,4212,Y,-80,Z,-6136
 - A X,-60,Y,-68,Z,-80
 - A X,4116,Y,-56,Z,-96
 - A X,-72,Y,-12,Z,-72
 - A X,4152,Y,-104,Z,-6064
 - A X,4204,Y,-56,Z,-96
 - A X,-80,Y,-20,Z,-124
 - A X,4220,Y,-32,Z,-44
 - A X,4112,Y,-104,Z,-6032
 - A X,-92,Y,-15360,Z,-6124
 - A X,-92,Y,-4,Z,-6020
 - A X,-84,Y,-15324,Z,-5880
 - A X,4212,Y,-124,Z,-5888
 - A X,4208,Y,-100,Z,-112
 - A X,-116,Y,-20,Z,-5804
 - A X,-96,Y,-112,Z,-6024
 - A X,-76,Y,-120,Z,-96
 - A X,4148,Y,-92,Z,-36
 - A X,-84,Y,-68,Z,-48
 - A X,4184,Y,-96,Z,-48
 - A X,-72,Y,-124,Z,-72
 - A X,-64,Y,-15540,Z,-6064
 - A X,4164,Y,-15352,Z,-76
 - A X,4192,Y,-24,Z,-104
 - A X,4164,Y,-84,Z,-6284
 - A X,4148,Y,-56,Z,-88
 - A X,4124,Y,-96,Z,-88
 - A X,4120,Y,-128,Z,-124
 - A X,4136,Y,-120,Z,-60
 - A X,4188,Y,-32,Z,-8
 - A X,4136,Y,-112,Z,-88
 - A X,-116,Y,-72,Z,-120
 - A X,-20,Y,-108,Z,-108
 - A X,3648,Y,-12680,Z,-4572
 - A X,3608,Y,-17552,Z,-96
 - A X,-96,Y,-92,Z,-7156
 - A X,-104,Y,-20920,Z,-7860
 - A X,1316,Y,-68,Z,-76
