 - A X,-96,Y,-14568,Z,-36
 - A X,4404,Y,-100,Z,-8128
 - A X,-104,Y,-68,Z,-8100
 - A X,-44,Y,-14568,Z,-8072
 - A X,-60,Y,-12,Z,-8148
 - A X,4464,Y,-116,Z,-8188
 - A X,-48,Y,-128,Z,-108
 - A X,-84,Y,-24,Z,-7896
 - A X,-60,Y,-84,Z,-8120
 - A X,-120,Y,-80,Z,-80
 - A X,4412,Y,-14532,Z,-8112
 - A X,4468,Y,-12,Z,-8124
 - A X,4428,Y,-14588,Z,-108
 - A X,-104,Y,-36,Z,-112
 - A X,-104,Y,-28,Z,-124
 - A X,4452,Y,-14552,Z,-8148
 - A X,4440,Y,-36,Z,-116
 - A X,4444,Y,-76,Z,-8124
 - A X,-12,Y,-14592,Z,-96
 - A X,-72,Y,-14584,Z,-120
 - A X,-48,Y,-104,Z,-24
 - A X,-112,Y,-72,Z,-40
 - A X,4408,Y,-68,Z,-116
 - A X,4400,Y,-14504,Z,-52
 - A X,4440,Y,-96,Z,-88
 - A X,-112,Y,-60,Z,-8104
 - A X,4460,Y,-14584,Z,-120
 - A X,-128,Y,-14508,Z,-8088
 - A X,-108,Y,-40,Z,-7896
 - A X,-52,Y,-14584,Z,-104
 - A X,-120,Y,-44,Z,-8096
 - A X,-124,Y,-60,Z,-12
 - A X,-128,Y,-14568,Z,-8184
 - A X,4428,Y,-14740,Z,-8108
 - A X,-128,Y,-60,Z,-96
 - A X,4424,Y,-14752,Z,-8176
 - A X,4436,Y,-12,Z,-128
 - A X,-128,Y,-12,Z,-8076
 - A X,-16,Y,-40,Z,-76
 - A X,-68,Y,-44,Z,-104
 - A X,4460,Y,-28,Z,-8120
 - A X,-44,Y,-68,Z,-8116
 - A X,4424,Y,-32,Z,-92
 - A X,-96,Y,-36,Z,-80
 - A X,-96,Y,-44,Z,-44
 - A X,4616,Y,-14568,Z,-104
 - A X,4444,Y,-12,Z,-8112
 - A X,4684,Y,-14576,Z,-48
 - A X,4376,Y,-14532,Z,-124
 - A X,-64,Y,-14584,Z,-104
 - A X,-120,Y,-8,Z,-44
 - A X,4464,Y,-14732,Z,-16
 - A X,-60,Y,-48,Z,-8108
 - A X,-80,Y,-24,Z,-8140
 - A X,-20,Y,-36,Z,-8148
 - A X,-112,Y,-14580,Z,-7924
 - A X,-72,Y,-28,Z,-8
 - A X,4640,Y,-88,Z,-32
 - A X,4456,Y,-128,Z,-116
 - A X,-60,Y,-76,Z,-8168
 - A X,-64,Y,-8,Z,-8180
 - A X,-92,Y,-14588,Z,-8092
 - A X,4672,Y,-14988,Z,-52
 - A X,-68,Y,-104,Z,-11004
 - A X,4636,Y,-12756,Z,-108
 - A X,-40,Y,-11932,Z,-22660
 - A X,3360,Y,-8104,Z,-17360
 - A X,2084,Y,-6376,Z,-112
 - A X,-36,Y,-100,Z,-16368
 - A X,108,Y,-56,Z,-16264
 - A X,-68,Y,5172,Z,-80
 - A X,-36,Y,8020,Z,-128
 - A X,-124,Y,6656,Z,-64
 - A X,3960,Y,6012,Z,-17136
 - A X,6440,Y,4140,Z,-16792
 - A X,-4,Y,-96,Z,-13268
 - A X,14164,Y,1848,Z,-72
 - A X,-68,Y,12,Z,-6628
 - A X,16992,Y,-4296,Z,-76
 - A X,14148,Y,-6888,Z,2868
 - A X,14416,Y,-104,Z,-72
 - A X,13860,Y,-116,Z,-36
 - A X,12332,Y,312,Z,10520
 - A X,-124,Y,-96,Z,13396
 - A X,3680,Y,1644,Z,-28
 - A X,-72,Y,1912,Z,14592
 - A X,-1956,Y,-128,Z,15444
 - A X,-3044,Y,776,Z,-108
 - A X,-96,Y,1140,Z,-4
 - A X,-72,Y,-32,Z,14652
 - A X,-752,Y,-4,Z,16232
 - A X,-20,Y,1024,Z,-112
 - A X,-120,Y,776,Z,-124
 - A X,-100,Y,-68,Z,-76
 - A X,-52,Y,-40,Z,-108
 - A X,540,Y,-20,Z,15112
 - A X,352,Y,-88,Z,-36
 - A X,612,Y,-60,Z,-56
 - A X,888,Y,312,Z,15184
 - A X,608,Y,100,Z,15468
 - A X,-44,Y,56,Z,15672
 - A X,536,Y,-216,Z,-88
 - A X,624,Y,-140,Z,-52
 - A X,-32,Y,-56,Z,15136
 - A X,840,Y,-204,Z,-108
 - A X,-100,Y,120,Z,-48
 - A X,-36,Y,-56,Z,-104
 - A X,-4,Y,92,Z,15692
 - A X,1036,Y,-32,Z,-128
 - A X,-60,Y,-40,Z,15384
 - A X,1116,Y,100,Z,15708
 - A X,-88,Y,-4,Z,-36
 - A X,-36,Y,-76,Z,16660
 - A X,-32,Y,-68,Z,15456
 - A X,8972,Y,-116,Z,-104
 - A X,-88,Y,-60,Z,-16
 - A X,-64,Y,-120,Z,-108
 - A X,16912,Y,-448,Z,-104
 - A X,15624,Y,-20,Z,1140
 - A X,17000,Y,628,Z,-656
 - A X,-108,Y,1068,Z,-2300
 - A X,17152,Y,1080,Z,-2184
 - A X,-44,Y,1128,Z,-2280
 - A X,-4,Y,-112,Z,-8
 - A X,-48,Y,796,Z,-1508
 - A X,17424,Y,296,Z,-996
 - A X,-88,Y,-128,Z,-648
 - A X,-112,Y,-76,Z,-704
 - A X,-128,Y,356,Z,-492
 - A X,17448,Y,-56,Z,-388
 - A X,-16,Y,272,Z,-436
 - A X,-84,Y,-20,Z,-52
 - A X,-100,Y,108,Z,-232
 - A X,17436,Y,-48,Z,-256
 - A X,-56,Y,304,Z,-216
 - A X,17248,Y,-112,Z,-224
 - A X,-68,Y,-128,Z,-20
 - A X,17212,Y,312,Z,-112
 - A X,17512,Y,280,Z,-40
 - A X,17168,Y,280,Z,-208
 - A X,-12,Y,-76,Z,-116
 - A X,-32,Y,-28,Z,-216
 - A X,17264,Y,84,Z,-156
 - A X,17200,Y,-12,Z,-56
 - A X,-16,Y,-72,Z,-184
 - A X,17212,Y,-124,Z,-52
 - A X,-56,Y,-8,Z,-148
 - A X,-128,Y,320,Z,-196
 - A X,-124,Y,-28,Z,-200
 - A X,-108,Y,-112,Z,-92
 - A X,-16,Y,-20,Z,68
